asset,amount,activity_type,timestamp,user_id
BTC,0.00047909,deposit,2025-01-17T17:54:51.978077Z,1011-1521-1521-1571-153
NGN,120080,withdrawal,2025-01-17T17:54:56.076983Z,481-1551-1521-1561-151
BTC,0.00108683,deposit,2025-01-17T17:55:09.828644Z,491-11021-1521-1981-1101
NGN,40100,withdrawal,2025-01-17T17:55:46.958467Z,1001-11021-1521-1971-1100
NGN,37018,withdrawal,2025-01-17T17:55:55.462882Z,1011-1981-1521-1981-1102
NGN,10100,withdrawal,2025-01-17T17:56:47.983336Z,1011-1971-1521-1561-151
NGN,3956,withdrawal,2025-01-17T17:57:33.450095Z,561-1531-1521-1981-156
NGN,10500,withdrawal,2025-01-17T17:58:15.842262Z,1021-1531-1521-1981-151
NGN,4000,withdrawal,2025-01-17T17:58:20.380802Z,491-1981-1521-1981-157
NGN,10995,deposit,2025-01-17T17:59:00.739151Z,991-1491-1521-1971-154
NGN,20000,deposit,2025-01-17T17:59:03.14398Z,991-1491-1521-1971-154
NGN,81876,withdrawal,2025-01-17T17:59:12.743733Z,1001-1531-1521-1571-149
NGN,20100,withdrawal,2025-01-17T17:59:18.458031Z,501-1531-1521-1971-199
NGN,2100,withdrawal,2025-01-17T17:59:22.037377Z,541-11021-1521-1561-149
USDT,173,deposit,2025-01-17T17:59:54.299802Z,561-1561-1521-1981-1101
NGN,50000,withdrawal,2025-01-17T18:00:15.737382Z,551-11021-1521-1981-155
NGN,9990,withdrawal,2025-01-17T18:00:27.477381Z,481-1491-1521-1571-198
NGN,10000,withdrawal,2025-01-17T18:00:55.133955Z,481-1491-1521-1571-198
NGN,7685,withdrawal,2025-03-12T11:32:26.887493Z,481-11001-1521-1971-1102
USDT,596,deposit,2025-01-17T18:01:31.2673Z,541-1511-1521-1981-150
NGN,80069,withdrawal,2025-01-17T18:01:42.323631Z,1011-1521-1521-1571-153
LTC,0.11082,withdrawal,2025-03-12T11:28:20.050751Z,561-1511-1521-1971-157
NGN,30000,withdrawal,2025-03-12T17:00:41.964628Z,571-1491-1521-1571-149
NGN,103462,deposit,2025-01-17T18:02:06.120092Z,991-1491-1521-1971-154
NGN,15000,withdrawal,2025-01-17T18:02:20.291673Z,561-1491-1521-1571-152
BNB,0.0336303,deposit,2025-01-17T18:02:22.365524Z,971-11001-1521-1571-1101
NGN,100000,withdrawal,2025-03-12T13:42:02.069358Z,521-11001-1521-1561-148
SOL,0.023,deposit,2025-03-12T15:14:40.962768Z,551-11011-1521-1971-197
TRX,45.5,deposit,2025-03-12T15:14:43.389562Z,571-1551-1521-1971-153
NGN,20000,withdrawal,2025-01-17T18:02:29.790556Z,561-1491-1521-1571-152
NGN,60000,withdrawal,2025-01-17T18:02:36.97635Z,531-1531-1521-1571-149
NGN,5000,withdrawal,2025-01-17T18:02:57.519177Z,521-11011-1521-1981-157
NGN,98281,deposit,2025-01-17T18:03:03.25808Z,481-11011-1521-1971-1100
NGN,64424,withdrawal,2025-01-17T18:03:35.670999Z,571-1511-1521-1571-153
NGN,4965,withdrawal,2025-01-17T18:03:39.789945Z,571-1531-1521-1971-148
NGN,4949,withdrawal,2025-01-17T18:04:07.223986Z,571-1541-1521-1981-199
NGN,10700,withdrawal,2025-01-17T18:04:13.733425Z,571-11011-1521-1571-157
NGN,9888,withdrawal,2025-01-17T18:04:23.097802Z,541-1561-1521-1981-1102
NGN,338010,withdrawal,2025-01-17T18:04:31.803941Z,1021-1541-1521-1981-1101
NGN,25100,withdrawal,2025-03-12T17:00:44.049799Z,991-1481-1521-1561-1100
NGN,15100,withdrawal,2025-01-17T18:05:06.555854Z,521-11001-1521-1571-1101
NGN,15000,withdrawal,2025-01-17T18:06:03.150232Z,571-1571-1521-1971-199
NGN,44555,withdrawal,2025-01-17T18:06:07.051715Z,491-1991-1521-1981-199
NGN,1500,withdrawal,2025-01-17T18:06:30.49797Z,521-1571-1521-1971-1100
USDT,30,deposit,2025-01-17T18:06:32.375937Z,501-1501-1521-1971-197
NGN,9600,withdrawal,2025-01-17T18:06:35.19877Z,521-1571-1521-1971-1100
NGN,50000,withdrawal,2025-01-17T18:06:36.06155Z,541-1511-1521-1971-152
XRP,3.133209,deposit,2025-01-17T18:06:38.507871Z,531-1511-1521-1971-152
NGN,20000,withdrawal,2025-01-17T18:06:48.740825Z,561-1481-1521-1561-198
NGN,10000,withdrawal,2025-01-17T18:06:49.902425Z,1001-1971-1521-1981-1102
NGN,71300,withdrawal,2025-01-17T18:06:50.585376Z,531-1521-1521-1561-152
NGN,70200,deposit,2025-01-17T18:06:51.513374Z,481-11011-1521-1971-1100
NGN,50000,withdrawal,2025-01-17T18:07:13.052788Z,501-1531-1521-1981-156
NGN,100014,deposit,2025-01-17T18:07:25.148735Z,481-11011-1521-1971-1100
NGN,2000,withdrawal,2025-01-17T18:08:09.78388Z,1021-1551-1521-1981-1102
NGN,16962,withdrawal,2025-01-17T18:08:17.802707Z,491-1981-1521-1561-1101
NGN,159000,withdrawal,2025-01-17T18:09:12.26938Z,561-1531-1521-1571-199
NGN,100500,withdrawal,2025-01-17T18:08:50.817649Z,1001-1991-1521-1571-149
NGN,19200,withdrawal,2025-01-17T18:08:56.093802Z,571-11021-1521-1981-155
NGN,388252,withdrawal,2025-01-17T18:09:14.035777Z,501-11011-1521-1981-1102
NGN,11433,withdrawal,2025-01-17T18:09:17.812829Z,491-11021-1521-1561-148
NGN,20000,withdrawal,2025-01-17T18:10:25.613298Z,1001-1971-1521-1981-1102
ETH,0.00526685,deposit,2025-01-17T18:10:40.821392Z,561-1521-1521-1971-152
NGN,100095,withdrawal,2025-03-12T13:42:06.575636Z,551-1511-1521-1981-151
NGN,1750,withdrawal,2025-01-17T18:10:47.180092Z,511-1541-1521-1981-1102
NGN,5500,withdrawal,2025-01-17T18:11:00.049411Z,521-1981-1521-1981-151
NGN,6955,withdrawal,2025-01-17T18:11:47.397361Z,571-1991-1521-1981-154
NGN,60000,withdrawal,2025-01-17T18:12:00.962073Z,981-11021-1521-1971-156
USDT,34,deposit,2025-01-17T18:12:39.842113Z,521-1991-1521-1571-157
NGN,12000,withdrawal,2025-01-17T18:12:43.029946Z,991-1491-1521-1971-154
NGN,12000,deposit,2025-01-17T18:12:43.034536Z,561-11021-1521-1561-154
NGN,11000,withdrawal,2025-01-17T18:14:26.129383Z,991-1541-1521-1981-151
ADA,53.636181,deposit,2025-01-17T18:13:28.496154Z,541-1491-1521-1981-152
LTC,0.051975,withdrawal,2025-01-17T18:13:35.545827Z,561-11021-1521-1561-154
NGN,19000,withdrawal,2025-03-28T09:21:10.215901Z,521-1971-1521-1561-1102
NGN,14048,withdrawal,2025-01-17T18:13:48.973496Z,1021-1551-1521-1971-1102
NGN,5000,withdrawal,2025-01-17T18:13:52.45873Z,531-11011-1521-1971-150
NGN,830000,withdrawal,2025-01-17T18:13:58.983286Z,501-1981-1521-1981-199
NGN,19000,withdrawal,2025-01-17T18:14:05.008042Z,531-1571-1521-1561-198
NGN,415000,withdrawal,2025-01-17T18:14:28.596086Z,971-1531-1521-1561-1102
NGN,3000,withdrawal,2025-01-17T18:14:41.441962Z,971-1541-1521-1981-156
NGN,16224,withdrawal,2025-01-17T18:14:50.123613Z,531-1511-1521-1971-152
NGN,10202,withdrawal,2025-01-17T18:14:55.363646Z,491-11021-1521-1571-199
USDT,9.05367796,deposit,2025-03-12T16:15:35.391235Z,551-1991-1521-1561-154
NGN,1980,deposit,2025-03-12T17:00:50.742472Z,551-11021-1521-1971-199
LTC,0.053568,withdrawal,2025-03-12T17:27:21.000372Z,1021-1511-1521-1981-1101
NGN,15000,withdrawal,2025-01-17T18:15:03.039559Z,511-1551-1521-1971-156
NGN,1200000,withdrawal,2025-01-17T18:15:06.587449Z,501-11011-1521-1981-1102
NGN,20000,withdrawal,2025-01-17T18:15:23.146468Z,481-1501-1521-1561-149
NGN,20000,deposit,2025-01-17T18:15:23.15357Z,991-1491-1521-1971-154
NGN,49611,withdrawal,2025-01-17T18:15:47.710289Z,481-11011-1521-1561-149
NGN,2000,withdrawal,2025-03-12T11:33:13.050222Z,1021-1511-1521-1981-1101
NGN,148114,withdrawal,2025-01-17T18:16:11.518106Z,541-1531-1521-1971-154
NGN,111000,withdrawal,2025-03-12T15:15:23.056447Z,991-1561-1521-1981-149
USDT,63.16,deposit,2025-03-12T16:15:43.410098Z,491-1551-1521-1971-152
SOL,0.2390207,deposit,2025-01-17T18:16:31.792773Z,571-1571-1521-1561-154
NGN,303168,withdrawal,2025-01-17T18:16:38.645725Z,981-1481-1521-1971-1100
NGN,21000,withdrawal,2025-01-17T18:16:58.015185Z,481-11011-1521-1561-149
NGN,3000,withdrawal,2025-01-17T18:17:13.508423Z,981-1501-1521-1571-150
NGN,11470,deposit,2025-01-17T18:17:14.663167Z,551-11021-1521-1971-199
NGN,3318,withdrawal,2025-01-17T18:17:18.379125Z,1011-1521-1521-1971-150
XRP,11.051427,deposit,2025-01-17T18:17:34.294752Z,551-1481-1521-1561-155
NGN,10000,withdrawal,2025-01-17T18:18:03.187526Z,561-1971-1521-1571-1101
NGN,11764,deposit,2025-01-17T18:18:08.625374Z,551-11021-1521-1971-199
NGN,782000,withdrawal,2025-01-17T18:18:12.083192Z,531-1521-1521-1561-152
NGN,1800,withdrawal,2025-01-17T18:18:22.530616Z,491-1981-1521-1981-157
NGN,81924,withdrawal,2025-01-17T18:18:28.205625Z,551-1551-1521-1561-1100
NGN,5000,withdrawal,2025-01-17T18:18:39.373585Z,991-1491-1521-1971-154
USDT,22.92467411,deposit,2025-03-12T11:33:22.360965Z,511-1971-1521-1981-156
NGN,400000,deposit,2025-03-12T16:15:55.879507Z,501-1971-1521-1561-157
NGN,181985,withdrawal,2025-01-17T18:18:59.186993Z,491-11021-1521-1981-1101
NGN,18514,withdrawal,2025-01-17T18:19:17.763326Z,521-1511-1521-1561-149
NGN,2000,deposit,2025-01-17T18:19:32.847572Z,551-11021-1521-1971-199
USDT,33.4588,deposit,2025-01-17T18:19:59.461143Z,481-11021-1521-1971-150
NGN,50053,withdrawal,2025-01-17T18:20:03.580333Z,561-1991-1521-1981-1101
USDT,22.05841,deposit,2025-01-17T18:20:12.119781Z,991-1551-1521-1571-154
NGN,10000,deposit,2025-01-17T18:20:17.945809Z,551-11021-1521-1971-199
NGN,16000,withdrawal,2025-01-17T18:20:07.024282Z,981-11021-1521-1981-155
NGN,100000,withdrawal,2025-01-17T18:20:25.552054Z,1001-1991-1521-1571-1101
NGN,100000,deposit,2025-01-17T18:20:25.558936Z,481-11011-1521-1971-1100
NGN,20000,withdrawal,2025-01-17T18:20:28.739624Z,1011-1521-1521-1571-1100
NGN,16384,withdrawal,2025-01-17T18:20:43.958151Z,971-1971-1521-1981-199
NGN,486121,withdrawal,2025-01-17T18:21:10.358319Z,1021-1481-1521-1561-1100
NGN,60000,withdrawal,2025-01-17T18:21:11.373295Z,981-1481-1521-1971-152
SOL,0.05180771,deposit,2025-01-17T18:21:13.602953Z,971-11001-1521-1561-1102
NGN,771000,withdrawal,2025-01-17T18:21:18.217098Z,481-11011-1521-1971-1100
NGN,40007,withdrawal,2025-01-17T18:21:24.763547Z,1001-11001-1521-1561-154
BTC,0.01253675,deposit,2025-03-12T15:15:38.18402Z,511-1531-1521-1561-157
ETH,0.05127728,deposit,2025-03-12T16:16:07.547877Z,541-1971-1521-1981-148
NGN,812167,withdrawal,2025-03-12T17:42:52.111867Z,561-1561-1521-1981-1102
NGN,245770,withdrawal,2025-01-17T18:21:44.266146Z,561-1561-1521-1981-1101
NGN,1000,withdrawal,2025-01-17T18:21:56.958897Z,491-1981-1521-1981-157
NGN,5700,deposit,2025-01-17T18:22:33.956927Z,551-11021-1521-1971-199
NGN,1100,withdrawal,2025-01-17T18:22:37.081194Z,1021-1551-1521-1971-149
NGN,6900,withdrawal,2025-01-17T18:22:48.095705Z,1001-1521-1521-1571-149
NGN,5050,deposit,2025-01-17T18:22:52.001866Z,551-11021-1521-1971-199
NGN,19985,withdrawal,2025-01-17T18:22:59.409812Z,481-11011-1521-1561-149
NGN,620120,withdrawal,2025-01-17T18:23:03.363253Z,551-1571-1521-1561-153
NGN,30000,withdrawal,2025-01-17T18:23:05.983796Z,481-11011-1521-1561-149
NGN,10100,withdrawal,2025-01-17T18:23:31.79696Z,981-1531-1521-1981-198
NGN,50000,withdrawal,2025-01-17T18:23:38.612786Z,481-1551-1521-1981-157
BTC,0.000101,deposit,2025-03-12T11:33:43.069087Z,511-1561-1521-1981-151
NGN,321000,deposit,2025-03-12T16:16:18.551234Z,491-1541-1521-1571-156
NGN,45400,withdrawal,2025-03-12T13:43:38.638226Z,981-1521-1521-1981-153
NGN,5000,withdrawal,2025-01-17T18:24:24.165755Z,511-1521-1521-1571-151
USDT,14.7359,deposit,2025-01-17T18:24:46.144042Z,991-1971-1521-1981-199
NGN,20000,withdrawal,2025-01-17T20:54:02.240192Z,521-1561-1521-1561-151
NGN,1100,withdrawal,2025-01-17T18:24:58.64079Z,1021-1551-1521-1971-149
NGN,50000,withdrawal,2025-01-17T18:26:03.501871Z,541-1511-1521-1971-152
NGN,504,withdrawal,2025-01-17T18:26:10.078828Z,521-1531-1521-1561-1101
NGN,20150,deposit,2025-05-26T12:50:04.82415Z,1021-1491-1521-1571-1102
LTC,0.005975,withdrawal,2025-03-12T15:15:42.921762Z,521-1981-1521-1571-148
NGN,50000,withdrawal,2025-03-12T11:33:55.742711Z,501-1541-1521-1571-199
NGN,16415,withdrawal,2025-01-17T18:26:22.372399Z,501-1521-1521-1981-153
NGN,5100,withdrawal,2025-01-17T18:26:30.274877Z,491-11001-1521-1971-149
NGN,4100,withdrawal,2025-01-17T18:26:35.300191Z,511-1531-1521-1571-148
NGN,5000,withdrawal,2025-05-08T15:15:13.828632Z,1001-11011-1521-1981-156
NGN,20000,deposit,2025-01-17T18:26:44.366383Z,551-11021-1521-1971-199
NGN,11400,deposit,2025-01-17T18:27:15.857487Z,551-11021-1521-1971-199
NGN,15000,withdrawal,2025-01-17T18:27:27.64207Z,511-1501-1521-1971-1101
NGN,9993,withdrawal,2025-01-17T18:27:41.406216Z,991-1481-1521-1971-156
NGN,8000,withdrawal,2025-01-17T18:27:58.77705Z,1011-1981-1521-1971-155
NGN,8000,deposit,2025-01-17T18:27:58.784977Z,551-11021-1521-1971-199
NGN,550000,withdrawal,2025-01-17T18:28:21.28408Z,531-1521-1521-1561-152
NGN,1900,deposit,2025-01-17T18:28:23.749497Z,551-11021-1521-1971-199
NGN,2100,withdrawal,2025-01-17T18:28:32.040019Z,1021-1981-1521-1981-1100
NGN,16500,withdrawal,2025-01-17T18:28:37.983451Z,531-1561-1521-1571-154
NGN,11000,deposit,2025-01-17T18:28:41.170243Z,551-11021-1521-1971-199
NGN,112939,withdrawal,2025-01-17T21:00:57.536829Z,991-1501-1521-1571-1100
NGN,112939,deposit,2025-01-17T21:00:57.541386Z,991-1491-1521-1971-154
NGN,10000,withdrawal,2025-01-17T18:28:52.26311Z,981-1531-1521-1981-198
NGN,60000,withdrawal,2025-01-17T18:29:12.223176Z,1011-1571-1521-1971-1102
NGN,36200,withdrawal,2025-01-17T18:29:32.199393Z,991-1551-1521-1571-154
NGN,15000,withdrawal,2025-01-17T18:29:35.713215Z,1021-1571-1521-1971-197
NGN,21000,withdrawal,2025-01-17T18:30:25.447416Z,551-1551-1521-1971-153
NGN,3100,deposit,2025-01-17T18:30:29.506673Z,991-1491-1521-1971-154
NGN,50000,withdrawal,2025-01-17T18:30:31.752367Z,481-1551-1521-1981-157
NGN,5200,withdrawal,2025-01-17T18:30:37.060505Z,1001-11011-1521-1571-1101
NGN,5000,deposit,2025-01-17T18:31:02.768674Z,551-11021-1521-1971-199
NGN,5000,withdrawal,2025-01-17T18:31:07.409388Z,531-11001-1521-1981-148
NGN,10000,withdrawal,2025-01-17T18:31:13.762502Z,521-1571-1521-1561-1102
NGN,20000,withdrawal,2025-01-17T18:31:16.251055Z,981-1531-1521-1981-198
NGN,20000,withdrawal,2025-01-17T18:31:21.782572Z,1021-1531-1521-1571-152
NGN,25000,withdrawal,2025-01-17T18:31:24.274115Z,1011-1501-1521-1971-198
NGN,30100,withdrawal,2025-03-12T13:43:55.769399Z,971-11001-1521-1561-197
NGN,88472,deposit,2025-01-17T18:31:52.797071Z,481-11011-1521-1971-1100
NGN,1976,withdrawal,2025-01-17T18:32:10.88545Z,971-11011-1521-1571-1102
NGN,19986,withdrawal,2025-01-17T18:32:12.903048Z,991-1531-1521-1981-154
NGN,70000,withdrawal,2025-01-17T18:32:16.131732Z,541-1511-1521-1971-152
NGN,680,deposit,2025-03-12T17:01:20.710416Z,551-11021-1521-1971-199
BTC,0.00146678,deposit,2025-03-12T17:01:33.173513Z,501-11021-1521-1981-154
BTC,0.00203092,deposit,2025-01-17T18:32:34.681267Z,531-1561-1521-1561-198
BTC,0.00277662,deposit,2025-01-17T18:32:36.7031Z,971-11011-1521-1971-1100
BTC,0.00055373,deposit,2025-01-17T18:32:45.532413Z,1021-1561-1521-1561-197
BTC,0.00819361,deposit,2025-01-17T18:32:46.778767Z,571-1501-1521-1561-150
BTC,0.00221861,deposit,2025-01-17T18:32:47.751264Z,971-1981-1521-1971-150
BTC,0.00424247,deposit,2025-01-17T18:32:48.777328Z,551-1491-1521-1571-150
NGN,616281,deposit,2025-03-12T13:44:00.432166Z,491-1541-1521-1571-156
BTC,0.00122,deposit,2025-03-12T15:15:58.928142Z,571-1561-1521-1981-156
BTC,0.00052861,deposit,2025-01-17T18:32:51.975672Z,551-1501-1521-1971-155
BTC,0.00134237,deposit,2025-01-17T18:32:58.573398Z,521-1541-1521-1561-151
BTC,0.00143377,deposit,2025-01-17T18:32:59.531381Z,991-1531-1521-1981-157
BTC,0.00930483,deposit,2025-01-17T18:32:59.425384Z,481-1551-1521-1561-151
USDT,515,deposit,2025-01-17T18:33:06.275131Z,1011-1971-1521-1571-149
NGN,8177,deposit,2025-01-17T18:33:15.846403Z,551-11021-1521-1971-199
SOL,0.12899064,deposit,2025-01-17T18:33:29.740381Z,541-1511-1521-1561-197
NGN,5000,withdrawal,2025-01-17T18:33:42.793131Z,511-1491-1521-1571-156
NGN,500000,withdrawal,2025-01-17T18:34:13.732541Z,561-1491-1521-1971-150
NGN,8059,withdrawal,2025-01-17T18:34:17.174169Z,541-1511-1521-1561-197
NGN,5000,withdrawal,2025-01-17T18:34:26.29466Z,1001-1981-1521-1571-153
LTC,0.08827756,deposit,2025-01-17T18:35:03.017963Z,501-1991-1521-1561-150
NGN,5000,withdrawal,2025-01-17T18:35:05.215427Z,531-1481-1521-1561-1102
NGN,50000,withdrawal,2025-03-12T11:34:28.206672Z,1011-1501-1521-1971-157
ETH,0.10337007,deposit,2025-01-17T18:35:34.697739Z,481-1551-1521-1971-1100
NGN,200000,withdrawal,2025-01-17T18:35:39.584349Z,1021-1541-1521-1571-199
NGN,2000,withdrawal,2025-04-01T12:24:07.849206Z,491-11001-1521-1981-152
USDT,28,deposit,2025-03-12T11:34:35.222327Z,531-1521-1521-1561-148
SOL,0.015,deposit,2025-01-17T18:36:35.707831Z,511-1541-1521-1971-153
NGN,50000,withdrawal,2025-03-12T15:16:10.980581Z,981-1561-1521-1981-154
ETH,0.00147949,deposit,2025-03-12T17:01:31.835377Z,561-11011-1521-1971-155
NGN,40000,withdrawal,2025-01-17T18:37:58.827549Z,1011-1481-1521-1971-148
NGN,35000,withdrawal,2025-01-17T18:38:19.754737Z,501-1501-1521-1971-197
NGN,6100,withdrawal,2025-01-17T18:38:24.296102Z,1001-11021-1521-1571-156
NGN,9100,withdrawal,2025-01-17T18:38:27.454021Z,1011-11001-1521-1981-1101
NGN,14100,withdrawal,2025-01-17T18:39:03.551621Z,491-11011-1521-1571-1101
NGN,4100,withdrawal,2025-01-17T18:39:08.716517Z,491-11011-1521-1571-1101
NGN,15000,withdrawal,2025-03-12T11:34:48.921035Z,491-1501-1521-1561-157
NGN,60000,withdrawal,2025-03-12T11:34:49.96818Z,571-1981-1521-1981-157
NGN,24148,withdrawal,2025-01-17T18:39:51.413616Z,991-1971-1521-1981-199
NGN,54827,withdrawal,2025-01-17T18:40:18.199645Z,481-11021-1521-1971-150
XRP,11.121673,deposit,2025-01-17T18:40:42.487177Z,531-11001-1521-1981-148
TRX,51.631875,deposit,2025-01-17T18:40:54.488506Z,491-11021-1521-1561-151
NGN,5000,withdrawal,2025-01-17T18:40:57.87966Z,991-1541-1521-1561-155
NGN,5000,withdrawal,2025-01-17T18:41:04.476449Z,991-1541-1521-1561-155
USDT,629.571878,deposit,2025-01-17T18:41:06.126392Z,561-1491-1521-1971-199
NGN,612981,deposit,2025-01-17T18:41:11.177529Z,481-11011-1521-1971-1100
NGN,4000,withdrawal,2025-01-17T18:41:26.490509Z,531-11001-1521-1981-148
NGN,16028,withdrawal,2025-01-17T18:42:11.770577Z,531-11001-1521-1571-198
NGN,5000,withdrawal,2025-01-17T18:42:14.257146Z,561-1571-1521-1971-152
NGN,13101,withdrawal,2025-01-17T18:42:55.311853Z,971-1501-1521-1981-157
NGN,2000,deposit,2025-01-17T18:43:00.97073Z,551-11021-1521-1971-199
LTC,0.040869,withdrawal,2025-01-17T18:27:26.441024Z,991-1561-1521-1971-151
NGN,35100,withdrawal,2025-01-17T18:43:16.782481Z,981-11001-1521-1561-151
NGN,44865,withdrawal,2025-01-17T18:43:16.964193Z,541-1511-1521-1561-197
LTC,0.01982889,deposit,2025-01-17T18:43:33.198982Z,491-1521-1521-1571-1100
NGN,18315,withdrawal,2025-01-17T18:43:51.119354Z,561-1991-1521-1981-1101
NGN,19999,withdrawal,2025-01-17T18:44:00.73009Z,551-1561-1521-1981-1101
NGN,51531,withdrawal,2025-01-17T18:47:28.450687Z,551-1541-1521-1571-1100
TRX,20.250011,deposit,2025-01-17T18:44:14.918872Z,991-1571-1521-1971-148
TRX,1328.985415,deposit,2025-01-17T18:44:34.204397Z,501-1481-1521-1561-151
ETH,0.07032071,deposit,2025-03-12T13:45:20.38601Z,981-1521-1521-1981-153
XRP,9.510641,deposit,2025-03-12T16:17:37.801752Z,501-1541-1521-1571-199
NGN,11690,withdrawal,2025-01-17T18:45:09.816516Z,561-1991-1521-1981-1101
NGN,16382,withdrawal,2025-01-17T18:45:12.847015Z,501-1521-1521-1981-153
NGN,701000,withdrawal,2025-01-17T18:45:27.97788Z,481-11011-1521-1971-1100
NGN,100000,withdrawal,2025-01-17T18:45:34.129702Z,571-1491-1521-1971-197
NGN,5000,withdrawal,2025-01-17T18:46:11.124683Z,571-11011-1521-1561-199
NGN,12500,withdrawal,2025-01-17T18:46:29.901965Z,571-1501-1521-1981-199
SOL,0.024,deposit,2025-01-17T18:46:34.091334Z,981-1571-1521-1571-152
NGN,1075,deposit,2025-03-12T16:17:40.988103Z,551-11021-1521-1971-199
NGN,38800,withdrawal,2025-03-12T11:35:33.025956Z,981-1541-1521-1971-156
NGN,60000,withdrawal,2025-03-12T16:17:48.045372Z,511-11011-1521-1971-152
NGN,5000,withdrawal,2025-03-12T11:35:42.498989Z,501-1511-1521-1571-198
NGN,59999,withdrawal,2025-01-17T18:47:03.505643Z,501-1551-1521-1981-199
NGN,50000,withdrawal,2025-01-17T18:47:29.774691Z,1001-1481-1521-1971-156
USDT,30,deposit,2025-01-17T18:47:52.773387Z,991-1491-1521-1971-152
NGN,18037,withdrawal,2025-01-17T18:48:10.667889Z,971-11001-1521-1561-1102
NGN,73275,withdrawal,2025-01-17T18:48:11.025976Z,1011-1481-1521-1561-150
NGN,525000,withdrawal,2025-01-17T18:48:20.240242Z,501-1481-1521-1561-151
NGN,15000,withdrawal,2025-01-17T18:48:30.238734Z,1011-1981-1521-1971-1102
NGN,149917,withdrawal,2025-01-17T18:49:02.118722Z,481-1551-1521-1561-151
NGN,848000,deposit,2025-01-17T18:49:46.749712Z,511-1971-1521-1971-154
NGN,5100,withdrawal,2025-01-17T18:50:07.181367Z,981-1511-1521-1561-1101
NGN,5000,withdrawal,2025-01-17T18:50:38.736428Z,501-1981-1521-1561-199
NGN,71454,withdrawal,2025-01-17T18:50:39.550146Z,971-1491-1521-1971-154
NGN,567300,withdrawal,2025-01-17T18:51:22.733429Z,481-1551-1521-1971-1100
NGN,567300,deposit,2025-01-17T18:51:22.738213Z,481-11011-1521-1971-1100
NGN,8357,withdrawal,2025-01-17T18:51:39.217321Z,981-1571-1521-1571-152
NGN,9215,withdrawal,2025-03-12T11:35:58.012354Z,981-1981-1521-1981-198
USDT,19,deposit,2025-03-12T17:01:34.796903Z,1011-1521-1521-1981-149
NGN,372650,withdrawal,2025-01-17T18:52:21.09914Z,971-1981-1521-1971-150
NGN,5000,withdrawal,2025-01-17T18:52:30.291987Z,561-1991-1521-1981-152
NGN,500,withdrawal,2025-01-17T18:52:50.13851Z,501-1571-1521-1561-197
NGN,4100,withdrawal,2025-01-17T18:52:55.00195Z,981-11001-1521-1571-148
NGN,2000,withdrawal,2025-01-17T18:52:58.058332Z,501-1571-1521-1561-197
NGN,24100,withdrawal,2025-01-17T18:53:05.221742Z,521-1571-1521-1971-1100
NGN,899138,withdrawal,2025-01-17T18:54:27.079025Z,1021-1501-1521-1981-149
BNB,0.00691373,deposit,2025-01-17T18:53:36.383658Z,501-1571-1521-1561-197
USDT,12.69,deposit,2025-01-17T18:54:06.60646Z,501-11011-1521-1981-199
NGN,20508,withdrawal,2025-01-17T18:54:13.581877Z,501-1971-1521-1561-197
USDT,199,deposit,2025-01-17T18:54:29.581855Z,481-1541-1521-1561-156
USDT,29,deposit,2025-01-17T18:54:34.245819Z,551-11021-1521-1561-157
NGN,40700,withdrawal,2025-01-17T18:54:40.760192Z,561-1991-1521-1981-1101
NGN,5000,withdrawal,2025-01-17T18:54:42.889358Z,561-1991-1521-1981-152
NGN,4932,deposit,2025-03-12T17:01:35.226826Z,551-11021-1521-1971-199
NGN,90000,withdrawal,2025-01-17T18:55:18.335803Z,481-1551-1521-1981-157
SOL,0.23230585,deposit,2025-01-17T18:55:30.933295Z,491-11021-1521-1571-1100
NGN,30235,withdrawal,2025-01-17T21:37:16.852437Z,571-1561-1521-1981-156
NGN,2000,withdrawal,2025-01-17T18:56:01.135617Z,521-1521-1521-1981-1100
